No.,Z1,Z2
29,-1.6790803752310417,1.0220835911271389
38,-2.2825654704955234,1.1479852593585047
15,-1.0972924543936475,-0.19680082219936154
98,0.9334911609312496,-0.017136723524728947
118,1.5353610063617695,-0.058147426129432245
193,-0.9004538204062926,-0.7436764627231595
103,1.5573594155836126,0.1306004183365378
211,-0.9832018646408643,-0.11220340497965531
41,-2.548237146078758,1.3834289254804077
157,-1.3382896578118983,1.0192709502589343
105,1.8001131945021074,0.39913823104645385
110,0.35306976609540164,-0.7861323625968942
111,3.324737207552283,-1.1920808737645938
46,-1.2850887073389956,0.059558491381176484
71,0.6334886168991051,0.18041477116173407
65,0.08044433367037615,2.018945204833338
119,2.332701957574832,0.8214983582459783
149,4.04157128454356,-1.3922045409464738
183,-1.0717741466721744,-0.5820730353900724
171,-0.5906005080187006,-1.6307672844727652
81,0.5979197400891734,-1.406774029979529
153,-2.718563953843021,-0.3991152806036682
135,1.7410729654329087,-1.982316592727527
151,-1.8842317453729318,-0.444456349488106
77,0.6554856865017473,0.6199389212300496
223,-0.9403337689524629,-1.6285578749444407
117,2.1049613421281594,0.8752856715019748
8,-0.9238938441820921,1.6209089965459393
158,-2.3473771118776137,1.6225793040407868
168,-1.8901452532614915,-1.197015209005689
167,-1.8029148324387148,-0.30774235861776805
51,-0.4553308541010708,1.3397716065898253
116,0.4862789433622399,-0.45202377691118345
154,-0.8690856090501932,-0.8267640176836966
140,1.65868484793173,-1.2524269113351267
86,1.9635858057889228,0.7762883496446163
2,-1.4723078119078765,0.7825228648612247
128,2.5304939607059507,0.7040590134078965
216,-0.010387862305607398,-1.0588303657376388
228,-1.9325808007562146,0.7299276025742361
181,-1.3004094275262081,0.4534894831826741
196,-1.6720071716686378,-0.6393213467184929
152,-1.6281153454125739,-1.0889523863806077
219,-1.0331060662112632,0.2527119025954608
43,-2.6154303524162863,0.8828784243370444
66,-0.7698134771428274,-2.6534918738177105
108,4.118843892964576,2.279327516626038
37,-1.8678954185086682,1.2637960834409367
198,-1.320329370430928,-0.5911137230152503
107,2.3801665911770047,-0.09153177345612251
192,-1.6806167444377076,-0.49466597487113106
143,2.2679419072358775,0.09224583849379275
27,-1.8389051185460263,0.12384325153704669
203,-1.2934763994484069,-0.151945287646033
214,-0.9012438173182529,-0.700429442942195
221,0.09234535486914142,-2.0975549116056866
161,-0.44839249805215625,-0.7047245793953346
70,0.18785769161700516,0.21211682610947963
10,-2.8210374707153467,1.9714239829179516
114,3.492724176751626,0.09983402026882598
225,-1.8949709099127197,1.0368945267574756
138,2.5982343711846867,1.2313328255978893
123,1.2481755910818704,0.8430000182690092
197,-0.6851988756484227,-1.114025263061717
205,-1.466542372453409,-0.17423195852965173
112,1.5288306230427302,-0.48055328755825405
173,0.15350993063691543,-1.9723361627807252
60,4.000909286016203,0.7847177347379166
134,4.200544893146296,1.1471969197285476
96,1.871102769816293,-0.12014077233412579
113,0.7737244451539089,1.483705053185309
215,-0.795030890217737,-0.1952767931357995
21,-3.0308849705863747,2.1313168572168397
180,-1.2501837873456263,-1.1394262036325513
210,-0.3780613175796752,-0.6990898473589402
127,2.6982717004828385,-1.2220211102127996
90,3.3822655233173182,-1.4479950137790292
209,-1.2514542277262342,-0.02637983813365613
17,-1.977431009488536,0.4712687370687063
139,3.1914759082404847,1.6483414903405427
40,-2.1601452229480778,2.7218371117033606
34,-1.467390478931799,0.37578818636055494
23,-3.0885774414377454,0.9464416046152306
97,1.264364625130473,1.2735057763727398
89,3.518412457129969,2.5315634466925117
194,0.08987882987058174,-1.0518441485981151
224,-2.5258142588819164,-0.05861936373058124
74,2.505559453000439,-0.12792039622657564
200,-0.9375107991635288,0.06689784198559312
22,-2.227300225544181,1.1105101680055212
115,0.7322937182864562,0.47462211358132134
159,-0.5267512379202707,-2.219783396240655
179,-1.3629062644631316,0.8014654437569093
64,2.3394408662164046,-2.1732770137641655
69,-0.2189287292502489,-0.22442450276993614
189,0.7527223442989314,-1.2681326160348796
226,-0.7778894000748011,-0.8262113153401649
170,-1.6720886884244126,-0.17569983275835943
9,-1.6758163666600623,0.4081805161496598
186,-0.214253309703831,-2.749513110876555
87,2.0856553807339413,-1.251787683720779
178,-1.8925025498097554,-0.4529551864123104
56,3.7246425959862886,0.9817217250035934
5,-1.138667237383412,-0.025756958010429765
232,-1.8093307011924133,0.9419210652283935
19,-0.6098368556756538,1.0580469153962935
204,-1.2137586355197438,-1.4205096959621262
1,-1.2502525233510777,1.2951629944657042
184,-1.8344185466989562,0.4727051758871126
100,0.3504782205103268,0.8810251421631421
28,-2.2967482106041257,1.2671248352050282
50,0.9001180548090324,-0.6918528336041656
145,1.82313881384811,-0.8427437042015936
16,-1.4534663367538228,-0.6435891068211748
53,3.244257959110532,1.2643686686491034
48,3.7031442032992623,0.017960916333643606
165,-0.9734061010075747,-0.3582853801004538
62,-0.30691868448468085,0.3533768458347182
208,-1.4385187705172306,-0.8570550048144536
